Domain,Machine Learning Task,User Story,Paraphrased User Story,original_total_characters,llm_total_characters,diff_total_characters,original_uppercase_characters,llm_uppercase_characters,diff_uppercase_characters,original_lowercase_characters,llm_lowercase_characters,diff_lowercase_characters,original_special_characters,llm_special_characters,diff_special_characters,original_numbers,llm_numbers,diff_numbers,original_blanks,llm_blanks,diff_blanks,original_number_of_words,llm_number_of_words,diff_number_of_words,original_average_length_of_words,llm_average_length_of_words,diff_average_length_of_words,original_number_of_propositions,llm_number_of_propositions,diff_number_of_propositions,original_average_length_of_propositions,llm_average_length_of_propositions,diff_average_length_of_propositions,original_punctuation_characters,llm_punctuation_characters,diff_punctuation_characters,original_lowercase_words,llm_lowercase_words,diff_lowercase_words,original_uppercase_words,llm_uppercase_words,diff_uppercase_words,original_vocabulary_richness,llm_vocabulary_richness,diff_vocabulary_richness,original_number_of_urls,llm_number_of_urls,diff_number_of_urls,original_flesch_kincaid_grade_level,llm_flesch_kincaid_grade_level,diff_flesch_kincaid_grade_level,original_flesch_reading_ease,llm_flesch_reading_ease,diff_flesch_reading_ease,original_dale_chall_readability,llm_dale_chall_readability,diff_dale_chall_readability,original_automated_readability_index,llm_automated_readability_index,diff_automated_readability_index,original_coleman_liau_index,llm_coleman_liau_index,diff_coleman_liau_index,original_gunning_fog,llm_gunning_fog,diff_gunning_fog,original_smog_index,llm_smog_index,diff_smog_index,original_linsear_write_index,llm_linsear_write_index,diff_linsear_write_index
Biology,decision tree,"As a computational biologist, I want to use decision tree algorithms to identify the most important genes and pathways involved in a particular disease, so that I can develop targeted treatments and therapies.","As a computational biologist, I need an algorithm to automatically identify the most crucial genes and pathways associated with a specific disease, allowing me to create tailored treatments and therapies.",209,204,5,3,2,1,171,170,1,3,3,0,0,0,0,32,29,3,33,30,3,5.363636363636363,5.833333333333333,-0.4696969696969697,1,1,0,33.0,30.0,3.0,3,3,0,30,28,2,2,1,1,29,27,2,0,0,0,18.5,20.9,-2.3999999999999986,21.06,-1.28,22.34,11.97,13.55,-1.58,20.3,21.0,-0.6999999999999993,13.88,16.55,-2.67,24.11,24.0,0.10999999999999943,0.0,0.0,0.0,26.5,24.0,2.5
Biology,deep autoencoder,"As a computational biologist, I want to use deep autoencoders to compress and represent large sets of genomic data, so that I can identify hidden patterns and relationships that would be difficult to detect using other methods.","As a computational biologist, I want to utilize deep autoencoders for compactly encoding and representing large datasets of genomic data, enabling me to uncover hidden patterns and connections that would be challenging to identify with conventional techniques.",227,260,-33,3,2,1,185,219,-34,3,3,0,0,0,0,36,36,0,37,37,0,5.162162162162162,6.054054054054054,-0.8918918918918921,1,1,0,37.0,37.0,0.0,3,3,0,34,35,-1,2,1,1,32,34,-2,0,0,0,20.1,21.3,-1.1999999999999993,17.0,8.54,8.46,11.87,13.15,-1.2800000000000011,21.4,25.6,-4.200000000000003,12.78,17.94,-5.160000000000002,23.45,27.77,-4.32,0.0,0.0,0.0,26.5,30.5,-4.0
Biology,deep belief network,"As a bioinformatician, I want to use deep belief networks to predict the functions of different genes based on their DNA sequences, so that I can identify potential targets for drug development and other therapeutic interventions.","As a bioinformatician, I want to utilize deep belief networks to predict the functions of various genes based on their DNA sequences, so that I can identify potential drug development targets and other therapeutic interventions.",230,228,2,6,6,0,186,185,1,3,3,0,0,0,0,35,34,1,36,35,1,5.416666666666667,5.542857142857143,-0.12619047619047574,1,1,0,36.0,35.0,1.0,3,3,0,32,31,1,3,3,0,34,33,1,0,0,0,18.5,18.1,0.3999999999999986,26.48,27.49,-1.009999999999998,12.44,13.49,-1.0500000000000007,22.1,22.2,-0.09999999999999787,14.23,14.98,-0.75,21.07,22.0,-0.9299999999999997,0.0,0.0,0.0,25.0,24.5,0.5
Biology,deep learning,"As a biotechnology researcher, I want to use deep learning techniques to analyze large sets of genomic data and identify the underlying biological pathways and mechanisms that drive cell function, so that I can identify potential targets for drug development and other therapeutic interventions.","As a biotechnology researcher, I aim to leverage deep learning methods on vast genomic data sets to uncover the underlying biological processes and mechanisms that govern cell function. This will enable me to pinpoint potential drug development targets and other therapeutic interventions.",295,289,6,3,3,0,246,242,4,3,3,0,0,0,0,43,41,2,44,42,2,5.7272727272727275,5.904761904761905,-0.17748917748917759,1,2,-1,44.0,21.0,23.0,3,3,0,41,39,2,2,1,1,38,39,-1,0,0,0,24.0,16.2,7.800000000000001,1.44,16.32,-14.88,13.0,13.33,-0.33000000000000007,27.6,16.9,10.700000000000003,16.44,16.53,-0.08999999999999986,27.6,18.88,8.720000000000002,0.0,0.0,0.0,34.0,16.0,18.0
Biology,deep neural network,"As a bioinformatics researcher, I want to use deep neural networks to predict the effects of different genetic mutations on protein structure and function, so that I can identify potential targets for drug development and other therapeutic interventions.","As a bioinformatics researcher, I want to utilize deep neural networks to predict the effects of various genetic mutations on protein structure and function, so that I can identify potential targets for drug development and other therapeutic interventions.",254,256,-2,3,3,0,211,213,-2,3,3,0,0,0,0,37,37,0,38,38,0,5.7105263157894735,5.7631578947368425,-0.05263157894736903,1,1,0,38.0,38.0,0.0,3,3,0,35,35,0,2,2,0,35,35,0,0,0,0,20.5,21.7,-1.1999999999999993,15.99,7.53,8.46,13.0,13.83,-0.8300000000000001,24.5,24.7,-0.1999999999999993,15.97,16.26,-0.2900000000000009,23.62,24.67,-1.0500000000000007,0.0,0.0,0.0,28.0,28.0,0.0
Biology,delta rule,"As a bioinformatics researcher, I want to use the delta rule to optimize learning rates for neural networks, so that I can improve the accuracy and reliability of disease diagnosis and other biomedical applications.","As a bioinformatics researcher, I want to utilize the delta rule to enhance the optimization of learning rates for neural networks, so that I can improve the accuracy and reliability of disease diagnosis and other biomedical applications.",215,238,-23,3,3,0,176,196,-20,3,3,0,0,0,0,33,36,-3,34,37,-3,5.352941176470588,5.45945945945946,-0.10651828298887178,1,1,0,34.0,37.0,-3.0,3,3,0,31,34,-3,2,2,0,30,31,-1,0,0,0,20.1,21.3,-1.1999999999999993,11.59,8.54,3.0500000000000007,11.82,12.3,-0.4800000000000004,20.8,22.8,-2.0,13.82,14.52,-0.6999999999999993,21.84,22.37,-0.5300000000000011,0.0,0.0,0.0,24.0,25.5,-1.5
Biology,dependency parsing,"As a computational biologist, I want to use dependency parsing to automatically extract relations between biological entities and construct knowledge graphs that can help in understanding biological pathways and networks.","As a computational biologist, I want to leverage dependency parsing to automatically derive relationships between biological entities and construct knowledge graphs for enhanced comprehension of complex biological pathways and networks.",221,236,-15,2,2,0,188,203,-15,2,2,0,0,0,0,29,29,0,30,30,0,6.4,6.9,-0.5,1,1,0,30.0,30.0,0.0,2,2,0,28,28,0,1,1,0,27,27,0,0,0,0,22.1,24.4,-2.299999999999997,-9.74,-26.66,16.92,13.02,14.6,-1.58,23.7,26.1,-2.400000000000002,20.03,22.93,-2.8999999999999986,22.67,22.67,0.0,0.0,0.0,0.0,24.0,24.0,0.0
Biology,developmental robotics,"A team of biologists is using developmental robotics techniques to study the neural basis of behavior in fruit flies. By analyzing the behavior of genetically manipulated flies in response to different stimuli, the team is able to identify the neural circuits and mechanisms that underlie different behaviors.","A group of biologists utilizes robotics methods for examining the neural foundation of conduct in fruit flies. By analyzing the behavior of genetically altered flies in response to diverse stimuli, the team is able to recognize the neural circuits and mechanisms that lie behind various actions.",309,295,14,2,2,0,258,245,13,3,3,0,0,0,0,46,45,1,47,46,1,5.595744680851064,5.434782608695652,0.16096207215541192,2,2,0,23.5,23.0,0.5,3,3,0,45,44,1,1,1,0,34,38,-4,0,0,0,16.0,14.6,1.4000000000000004,22.24,31.21,-8.970000000000002,10.85,11.64,-0.7900000000000009,16.7,15.6,1.0999999999999996,15.09,14.16,0.9299999999999997,18.76,17.9,0.860000000000003,0.0,0.0,0.0,18.75,16.5,2.25
Biology,dialogue system,"As a bioinformatics researcher, I want to develop a dialogue system that can communicate with biologists in natural language and provide automated support for tasks such as gene expression analysis, drug discovery, and protein structure prediction.","As a bioinformatics researcher, I aim to create a conversational AI system that can converse with biologists in everyday language and offer automated assistance for tasks such as gene expression analysis, drug discovery, and protein structure prediction.",248,254,-6,2,4,-2,207,210,-3,4,4,0,0,0,0,35,36,-1,36,37,-1,5.916666666666667,5.891891891891892,0.024774774774774855,1,1,0,36.0,37.0,-1.0,4,4,0,34,34,0,1,2,-1,33,34,-1,0,0,0,20.9,21.3,-0.40000000000000213,9.56,8.54,1.0200000000000014,14.19,13.58,0.6099999999999994,24.5,24.8,-0.3000000000000007,17.01,16.84,0.1700000000000017,26.62,24.53,2.09,0.0,0.0,0.0,29.0,28.5,0.5
Biology,dimensionality reduction,"As a computational biologist, I want to use dimensionality reduction techniques to identify the most important features in large sets of genomic data, so that I can more easily identify patterns and relationships that may be important for understanding biological function.","As a computational biologist, I want to use dimensionality reduction techniques to identify the most important features in large sets of genomic data so that I can more easily identify patterns and relationships that may be important for understanding biological function.",273,272,1,3,3,0,227,227,0,3,2,1,0,0,0,40,40,0,41,41,0,5.682926829268292,5.658536585365853,0.024390243902439046,1,1,0,41.0,41.0,0.0,3,2,1,38,38,0,2,2,0,36,36,0,0,0,0,24.0,24.0,0.0,-3.99,-3.99,0.0,11.83,11.83,0.0,25.8,25.7,0.10000000000000142,16.15,16.15,0.0,26.16,26.16,0.0,0.0,0.0,0.0,33.5,33.5,0.0
Biology,discourse parsing,"As a biostatistician, I want to use discourse parsing to analyze medical records and identify patterns of clinical events that can be used to predict disease progression and develop personalized treatment plans.","As a biost statistician, I want to leverage natural language processing techniques, specifically discourse parsing, to analyze medical records and identify patterns of clinical events that can be used to predict disease progression and develop personalized treatment plans.",211,273,-62,2,2,0,176,230,-54,2,4,-2,0,0,0,31,37,-6,32,38,-6,5.625,6.2105263157894735,-0.5855263157894735,1,1,0,32.0,38.0,-6.0,2,4,-2,30,36,-6,1,1,0,29,35,-6,0,0,0,18.1,21.7,-3.599999999999998,22.08,7.53,14.549999999999997,13.61,15.08,-1.4700000000000006,21.1,26.8,-5.699999999999999,15.56,18.75,-3.1899999999999995,22.8,26.78,-3.9800000000000004,0.0,0.0,0.0,24.0,30.0,-6.0
Biology,discourse relation,"As a bioinformatics specialist, I want to use discourse relation analysis to understand the flow of information in scientific articles and identify the most relevant information for specific biological questions.","As a bioinformatics specialist, I aim to utilize Discourse Relation Analysis to comprehend the flow of information within scientific articles and identify the most critical knowledge for addressing specific biological queries.",212,226,-14,2,5,-3,179,189,-10,2,2,0,0,0,0,29,30,-1,30,31,-1,6.1,6.32258064516129,-0.2225806451612904,1,1,0,30.0,31.0,-1.0,2,2,0,28,26,2,1,1,0,27,29,-2,0,0,0,20.9,21.3,-0.40000000000000213,-1.28,-2.3,1.0199999999999998,11.97,14.34,-2.369999999999999,22.3,23.8,-1.5,18.29,19.62,-1.3300000000000018,26.67,29.17,-2.5,0.0,0.0,0.0,28.0,28.5,-0.5
Biology,"discourse, dialogue and pragmatics","As a biologist, I want to use discourse, dialogue, and pragmatics to analyze the communication patterns of different biological systems and identify the underlying principles of their functioning.","As a biologist, I aim to employ discursive techniques, such as dialogue and pragmatic analysis, to investigate the communication protocols of various biological systems and uncover the fundamental rules governing their operation.",196,229,-33,2,2,0,163,192,-29,4,4,0,0,0,0,27,31,-4,28,32,-4,6.035714285714286,6.1875,-0.1517857142857144,1,1,0,28.0,32.0,-4.0,4,4,0,26,30,-4,1,1,0,24,28,-4,0,0,0,20.1,22.9,-2.799999999999997,0.76,-11.77,12.53,12.36,14.11,-1.75,21.0,23.7,-2.6999999999999993,17.18,18.46,-1.2800000000000011,25.49,30.3,-4.810000000000002,0.0,0.0,0.0,25.0,30.0,-5.0
Biology,document classification,"As a biomedical researcher, I want to use document classification techniques to categorize scientific articles according to their relevance and potential impact on specific research questions.","As a biomedical researcher, I aim to leverage text classification algorithms to group scientific papers based on their relevance and potential influence on specific research queries, using natural language processing techniques.",192,228,-36,2,2,0,163,193,-30,2,3,-1,0,0,0,25,30,-5,26,31,-5,6.423076923076923,6.387096774193548,0.03598014888337531,1,1,0,26.0,31.0,-5.0,2,3,-1,24,29,-5,1,1,0,24,29,-5,0,0,0,20.5,20.1,0.3999999999999986,-5.68,6.17,-11.85,14.04,14.85,-0.8100000000000005,21.8,24.2,-2.3999999999999986,19.85,19.79,0.060000000000002274,25.78,25.3,0.4800000000000004,0.0,0.0,0.0,23.0,25.5,-2.5
Biology,document clustering,"As a bioinformatician, I want to use document clustering to group scientific articles with similar topics and identify new research directions and opportunities.","As a bioinformatician, I desire a tool that can automatically cluster scientific articles based on their content, allowing me to discover novel research areas and potential collaborations. This tool would utilize document clustering techniques to group articles with similar topics, enabling me to stay current with the latest developments in my field and identify new opportunities for research.",161,396,-235,2,3,-1,135,331,-196,2,5,-3,0,0,0,22,57,-35,23,58,-35,6.043478260869565,5.844827586206897,0.1986506746626686,1,2,-1,23.0,29.0,-6.0,2,5,-3,21,55,-34,1,1,0,21,50,-29,0,0,0,17.0,18.1,-1.1000000000000014,14.29,16.66,-2.370000000000001,12.33,11.88,0.4499999999999993,18.5,20.6,-2.1000000000000014,17.58,16.72,0.8599999999999994,24.85,20.57,4.280000000000001,0.0,0.0,0.0,20.5,22.0,-1.5
Biology,document embedding,"As a computational biologist, I want to use document embedding techniques to represent scientific articles in a high-dimensional space and perform information retrieval and recommendation tasks based on their semantic similarity.","As a computational biologist, I want to leverage document embedding techniques to represent scientific articles in a high-dimensional space and perform information retrieval and recommendation tasks based on their semantic similarity, so that I can efficiently identify and access relevant research papers and stay up-to-date with the latest developments in my field.",229,367,-138,2,3,-1,194,307,-113,3,6,-3,0,0,0,30,51,-21,31,52,-21,6.419354838709677,6.076923076923077,0.3424317617866004,1,1,0,31.0,52.0,-21.0,3,6,-3,29,49,-20,1,2,-1,28,45,-17,0,0,0,22.5,29.5,-7.0,-10.76,-23.61,12.85,13.83,14.11,-0.27999999999999936,24.3,33.2,-8.900000000000002,19.97,18.18,1.7899999999999991,27.88,33.11,-5.23,0.0,0.0,0.0,27.5,43.0,-15.5
Biology,domain adaptation,"A group of computational biologists is using domain adaptation techniques to improve the accuracy of genomic sequence analysis in non-model organisms. By transferring knowledge and features from well-studied model organisms, the team is able to identify homologous genes and gain insights into the genetic basis of complex traits.","A group of computational biologists leverages domain adaptation techniques to enhance the accuracy of genomic sequence analysis in non-model organisms. By borrowing knowledge and features from well-understood model organisms, the team identifies homologous genes and uncovers the genetic basis of complex traits.",330,312,18,2,2,0,276,264,12,5,5,0,0,0,0,47,41,6,48,42,6,5.895833333333333,6.4523809523809526,-0.5565476190476195,2,2,0,24.0,21.0,3.0,5,5,0,46,40,6,1,1,0,41,37,4,0,0,0,16.2,17.4,-1.1999999999999993,21.74,7.86,13.879999999999999,13.05,14.45,-1.3999999999999986,18.4,19.4,-1.0,16.6,19.43,-2.8299999999999983,18.77,20.78,-2.0100000000000016,0.0,0.0,0.0,19.0,18.0,1.0
Biology,early stopping,"As a researcher in bioinformatics, I want to use early stopping techniques to improve the efficiency and accuracy of my machine learning models, so that I can more accurately predict the potential effects of different genetic mutations.","As a researcher in bioinformatics, I want to utilize early stopping techniques to enhance the efficiency and accuracy of my machine learning models, so that I can more precisely predict the potential effects of varied genetic mutations.",236,236,0,3,3,0,194,194,0,3,3,0,0,0,0,36,36,0,37,37,0,5.405405405405405,5.405405405405405,0.0,1,1,0,37.0,37.0,0.0,3,3,0,34,34,0,2,2,0,33,33,0,0,0,0,20.1,20.1,0.0,17.0,17.0,0.0,11.02,12.3,-1.2800000000000011,22.6,22.6,0.0,14.17,14.17,0.0,22.37,22.37,0.0,0.0,0.0,0.0,26.5,25.5,1.0
Biology,echo state network,"As a neuroscientist, I want to use echo state networks to model the dynamics of neural activity in the brain and predict the effects of different stimuli on brain function, so that I can better understand the relationship between neural activity and behavior.","As a neuroscientist, I want to utilize echo state networks to model the complex patterns of neural activity in the brain and predict how various stimuli affect brain function, so that I can deepen my comprehension of the intricate connection between neural activity and behavior.",259,279,-20,3,3,0,211,229,-18,3,3,0,0,0,0,42,44,-2,43,45,-2,5.046511627906977,5.222222222222222,-0.1757105943152455,1,1,0,43.0,45.0,-2.0,3,3,0,40,42,-2,2,2,0,33,36,-3,0,0,0,21.2,23.2,-2.0,19.37,8.88,10.49,10.54,12.54,-2.0,23.9,25.7,-1.8000000000000007,12.49,13.54,-1.049999999999999,21.85,24.22,-2.3699999999999974,0.0,0.0,0.0,29.5,30.5,-1.0
Biology,elastic matching,"As a medical imaging specialist, I want to use elastic matching to register magnetic resonance imaging (MRI) scans of the brain and spinal cord, to improve the accuracy of diagnosis and treatment of neurological disorders such as multiple sclerosis.","As a medical imaging specialist, I need an automated tool to register MRI scans of the brain and spinal cord, enhancing the accuracy of diagnosis and treatment of neurological disorders like multiple sclerosis. Elastic matching can help align the images perfectly, ensuring that any subtle changes are identified and addressed.",249,327,-78,5,6,-1,201,267,-66,5,5,0,0,0,0,38,49,-11,39,50,-11,5.410256410256411,5.56,-0.14974358974358903,1,2,-1,39.0,25.0,14.0,5,5,0,36,46,-10,2,2,0,31,44,-13,0,0,0,20.9,15.4,5.499999999999998,14.97,29.18,-14.209999999999999,12.86,13.09,-0.23000000000000043,23.6,17.3,6.300000000000001,13.94,14.68,-0.7400000000000002,26.88,21.2,5.68,0.0,0.0,0.0,30.5,19.5,11.0
Biology,elbot,"As a molecular biologist, I want to use Elbot, a chatbot with natural language processing capabilities, to query large biological databases and retrieve relevant information on gene expression, protein structure, and disease pathways.","As a molecular biologist, I need a chatbot like Elbot that can understand and process natural language queries to retrieve valuable insights from vast biological databases on topics such as gene expression, protein structure, and disease pathways.",234,247,-13,3,3,0,193,204,-11,6,4,2,0,0,0,32,36,-4,33,37,-4,6.121212121212121,5.702702702702703,0.4185094185094185,1,1,0,33.0,37.0,-4.0,6,4,2,30,34,-4,1,1,0,30,34,-4,0,0,0,20.9,18.9,2.0,4.14,25.46,-21.32,14.36,13.58,0.7799999999999994,23.9,23.9,0.0,17.76,15.73,2.030000000000001,24.11,20.21,3.8999999999999986,0.0,0.0,0.0,25.5,24.5,1.0
Biology,eliza,"As a biologist, I want to use Eliza to generate conversational responses related to my research, so that I can better understand and communicate my findings to others.","As a biologist, I aim to utilize Eliza's capabilities to create engaging dialogues pertaining to my research endeavors, ultimately fostering a deeper comprehension of the subject matter and enhanced communication with colleagues.",167,229,-62,4,3,1,133,191,-58,3,4,-1,0,0,0,27,31,-4,28,32,-4,5.0,6.1875,-1.1875,1,1,0,28.0,32.0,-4.0,3,4,-1,24,29,-5,2,1,1,23,29,-6,0,0,0,16.6,21.7,-5.099999999999998,26.14,-3.31,29.45,10.66,13.61,-2.9499999999999993,16.1,23.7,-7.599999999999998,11.38,18.46,-7.08,19.77,25.3,-5.530000000000001,0.0,0.0,0.0,21.0,26.0,-5.0
Biology,elman network,"As a computational biologist, I want to use Elman networks to model the interactions between different genes and proteins and identify common pathways and mechanisms that are involved in disease processes, so that I can identify potential targets for drug development and other therapeutic interventions.","As a computational biologist, I want to utilize Elman networks to model the complex interactions between various genes and proteins, in order to identify common pathways and mechanisms that contribute to disease processes. By doing so, I can identify potential targets for drug development and other therapeutic interventions.",304,326,-22,4,5,-1,253,269,-16,3,5,-2,0,0,0,44,47,-3,45,48,-3,5.777777777777778,5.8125,-0.03472222222222232,1,2,-1,45.0,24.0,21.0,3,5,-2,41,43,-2,2,2,0,38,41,-3,0,0,0,24.4,17.4,7.0,0.42,13.28,-12.86,13.24,13.05,0.1899999999999995,28.3,17.9,10.400000000000002,16.73,16.13,0.6000000000000014,26.89,19.6,7.289999999999999,0.0,0.0,0.0,34.5,18.5,16.0
Biology,embedding approach,"As a bioinformatics researcher, I want to use embedding approaches to represent biological molecules and genomic data as continuous vectors, so that I can apply machine learning techniques to analyze and classify these data.","As a bioinformatics researcher, I desire to utilize embedding methods to represent biological molecules and genomic data as continuous vectors, enabling me to employ machine learning algorithms for analyzing and categorizing these data.",224,236,-12,3,2,1,185,199,-14,3,3,0,0,0,0,33,32,1,34,33,1,5.617647058823529,6.181818181818182,-0.5641711229946527,1,1,0,34.0,33.0,1.0,3,3,0,31,31,0,2,1,1,29,29,0,0,0,0,20.1,23.2,-3.099999999999998,11.59,-12.79,24.38,12.75,13.89,-1.1400000000000006,22.0,24.2,-2.1999999999999993,15.39,18.63,-3.2399999999999984,25.36,25.32,0.03999999999999915,0.0,0.0,0.0,27.0,26.5,0.5
Biology,empirical risk minimization,"As a machine learning engineer working in drug discovery, I want to use empirical risk minimization to optimize the design of high-throughput drug screening assays, so that I can more efficiently identify potential drug candidates for further testing.","As a machine learning engineer working in drug discovery, I want to use empirical risk minimization to optimize the design of high-throughput drug screening assays so that I can more efficiently identify potential drug candidates for further testing.",251,250,1,3,3,0,207,207,0,4,3,1,0,0,0,37,37,0,38,38,0,5.631578947368421,5.605263157894737,0.02631578947368407,1,1,0,38.0,38.0,0.0,4,3,1,35,35,0,2,2,0,34,34,0,0,0,0,20.5,20.5,0.0,15.99,15.99,0.0,12.59,12.59,0.0,24.1,24.0,0.10000000000000142,15.39,15.39,0.0,23.62,23.62,0.0,0.0,0.0,0.0,29.0,29.0,0.0
Biology,encoder-decoder model,"As a computational biologist, I want to use encoder-decoder models to identify the regulatory elements that control gene expression, so that I can better understand the complex interactions that occur within living systems.","As a computational biologist, I aim to leverage encoder-decoder models to uncover the molecular mechanisms that govern gene expression regulation, thereby enhancing my comprehension of the intricate processes underlying living organisms.",223,237,-14,3,2,1,184,201,-17,4,4,0,0,0,0,32,30,2,33,31,2,5.787878787878788,6.67741935483871,-0.8895405669599219,1,1,0,33.0,31.0,2.0,4,4,0,30,29,1,2,1,1,28,29,-1,0,0,0,20.9,23.6,-2.700000000000003,4.14,-19.22,23.36,12.93,14.85,-1.92,22.3,25.5,-3.1999999999999993,16.2,21.3,-5.100000000000001,21.68,29.17,-7.490000000000002,0.0,0.0,0.0,25.5,29.5,-4.0
Biology,ensemble learning,"As a bioinformatics researcher, I want to use ensemble learning to integrate multiple omics data sources, such as genomics, transcriptomics, and proteomics, to improve the accuracy of cancer diagnosis and predict drug response.","As a bioinformatics researcher, I want to utilize ensemble learning to integrate multiple omics data sources, such as genomics, transcriptomics, and proteomics, in order to enhance the accuracy of cancer diagnosis and predict drug response with improved precision.",227,264,-37,2,2,0,187,219,-32,6,6,0,0,0,0,32,37,-5,33,38,-5,5.909090909090909,5.973684210526316,-0.06459330143540676,1,1,0,33.0,38.0,-5.0,6,6,0,31,36,-5,1,1,0,29,34,-5,0,0,0,18.5,20.5,-2.0,21.06,15.99,5.0699999999999985,13.89,14.66,-0.7699999999999996,22.9,25.7,-2.8000000000000007,16.55,17.07,-0.5199999999999996,21.68,23.62,-1.9400000000000013,0.0,0.0,0.0,23.5,27.0,-3.5
Biology,entity extraction,"As a bioinformatics researcher, I want to use entity extraction to automatically identify key terms in scientific literature, so that I can quickly and accurately identify relevant information for my analysis.","As a bioinformatics researcher, I want an automated entity extraction system to efficiently identify crucial terms in scientific literature, allowing me to swiftly locate relevant data for my analyses.",209,201,8,3,2,1,173,168,5,3,3,0,0,0,0,30,28,2,31,29,2,5.774193548387097,5.9655172413793105,-0.19132369299221352,1,1,0,31.0,29.0,2.0,3,3,0,28,27,1,2,1,1,28,28,0,0,0,0,21.3,20.5,0.8000000000000007,-2.3,-0.27,-2.03,11.8,14.88,-3.08,21.2,21.2,0.0,16.26,17.3,-1.0399999999999991,26.59,25.39,1.1999999999999993,0.0,0.0,0.0,27.5,24.5,3.0
Biology,entity linking,"As a biologist, I want to use entity linking to automatically connect information from different sources, such as gene databases and scientific publications, so that I can better understand the relationships between different biological concepts.","As a biologist, I want to leverage entity linking to automate the process of connecting data from various sources, including gene databases and scientific publications, so that I can gain a deeper understanding of the relationships between different biological concepts.",246,270,-24,3,3,0,205,224,-19,4,4,0,0,0,0,34,39,-5,35,40,-5,6.057142857142857,5.775,0.2821428571428566,1,1,0,35.0,40.0,-5.0,4,4,0,32,37,-5,2,2,0,31,35,-4,0,0,0,22.8,23.6,-0.8000000000000007,-6.36,-2.97,-3.39,11.24,13.52,-2.2799999999999994,24.6,25.8,-1.1999999999999993,17.76,16.26,1.5,23.14,27.0,-3.8599999999999994,0.0,0.0,0.0,28.5,32.0,-3.5
Biology,evolutionary learning,"As an evolutionary biologist, I want to use evolutionary learning algorithms to simulate the process of natural selection and understand how genetic variation and environmental factors contribute to the evolution of different species.","As an evolutionary biologist, I aim to leverage evolutionary learning algorithms to mimic the dynamics of natural selection in a virtual environment. By analyzing the interplay between genetic variation and environmental factors, I hope to gain insights into how these factors shape the evolution of distinct species.",234,317,-83,2,4,-2,198,263,-65,2,4,-2,0,0,0,32,46,-14,33,47,-14,6.121212121212121,5.76595744680851,0.3552546744036107,1,2,-1,33.0,23.5,9.5,2,4,-2,31,43,-12,1,2,-1,27,40,-13,0,0,0,22.1,17.2,4.900000000000002,-4.33,13.78,-18.11,12.45,11.86,0.5899999999999999,23.9,17.5,6.399999999999999,18.46,15.96,2.5,26.53,21.31,5.220000000000002,0.0,0.0,0.0,30.5,19.25,11.25
Biology,evolutionary robotics,"A group of biologists and engineers is using evolutionary robotics techniques to design and optimize the locomotion of robots inspired by animals. By using a genetic algorithm to iteratively evolve the robot's design and behavior, the team is able to create robots that move more efficiently and effectively in different environments.","A group of biologists and engineers utilizes evolutionary robotics techniques to design and optimize robot locomotion inspired by animals through iterative use of a genetic algorithm, resulting in more efficient and effective movement in various environments.",334,259,75,2,1,1,278,221,57,4,2,2,0,0,0,50,35,15,51,36,15,5.568627450980392,6.222222222222222,-0.6535947712418304,2,1,1,25.5,36.0,-10.5,4,2,2,49,35,14,1,1,0,37,31,6,0,0,0,16.8,23.2,-6.399999999999999,20.21,-7.37,27.580000000000002,11.71,14.63,-2.92,17.6,25.9,-8.299999999999997,14.86,19.1,-4.240000000000002,21.18,31.07,-9.89,0.0,0.0,0.0,20.25,33.0,-12.75
Biology,expectation propagation,"As a bioinformatician, I want to use expectation propagation to analyze complex genomic data and identify the interactions between different genes and proteins, so that I can better understand the underlying biological processes.","As a bioinformatician, I want to leverage expectation propagation to analyze complex genomic data and uncover the intricate relationships between genes and proteins, so that I can gain a deeper understanding of the underlying biological mechanisms.",229,248,-19,3,3,0,191,207,-16,3,3,0,0,0,0,32,35,-3,33,36,-3,5.96969696969697,5.916666666666667,0.05303030303030276,1,1,0,33.0,36.0,-3.0,3,3,0,30,33,-3,2,2,0,29,31,-2,0,0,0,22.1,23.2,-1.0999999999999979,-4.33,-7.37,3.04,11.97,13.32,-1.3499999999999996,23.2,24.5,-1.3000000000000007,17.42,17.13,0.2900000000000027,25.32,27.73,-2.41,0.0,0.0,0.0,28.5,30.0,-1.5
Biology,explicit semantic analysis,"As a computational biologist, I want to use explicit semantic analysis to automatically identify and compare the meanings of different biological terms, so that I can better understand the relationships between different concepts.","As a computational biologist, I want to leverage explicit semantic analysis to automatically identify and contrast the meanings of diverse biological terms, enabling me to comprehend the connections between distinct concepts with greater clarity.",230,246,-16,3,2,1,192,208,-16,3,3,0,0,0,0,32,33,-1,33,34,-1,6.0,6.264705882352941,-0.2647058823529411,1,1,0,33.0,34.0,-1.0,3,3,0,30,32,-2,2,1,1,29,31,-2,0,0,0,23.2,22.5,0.6999999999999993,-12.79,-5.34,-7.449999999999999,11.02,14.61,-3.59,23.3,25.1,-1.8000000000000007,17.59,19.16,-1.5700000000000003,24.11,26.54,-2.4299999999999997,0.0,0.0,0.0,28.5,28.0,0.5
