,Domain,Machine Learning Task,User Story,Paraphrased User Story,original_total_characters,llm_total_characters,diff_total_characters,original_uppercase_characters,llm_uppercase_characters,diff_uppercase_characters,original_lowercase_characters,llm_lowercase_characters,diff_lowercase_characters,original_special_characters,llm_special_characters,diff_special_characters,original_numbers,llm_numbers,diff_numbers,original_blanks,llm_blanks,diff_blanks,original_number_of_words,llm_number_of_words,diff_number_of_words,original_average_length_of_words,llm_average_length_of_words,diff_average_length_of_words,original_number_of_propositions,llm_number_of_propositions,diff_number_of_propositions,original_average_length_of_propositions,llm_average_length_of_propositions,diff_average_length_of_propositions,original_punctuation_characters,llm_punctuation_characters,diff_punctuation_characters,original_lowercase_words,llm_lowercase_words,diff_lowercase_words,original_uppercase_words,llm_uppercase_words,diff_uppercase_words,original_vocabulary_richness,llm_vocabulary_richness,diff_vocabulary_richness,original_number_of_urls,llm_number_of_urls,diff_number_of_urls
82,Biology,elastic matching,"As a medical imaging specialist, I want to use elastic matching to register magnetic resonance imaging (MRI) scans of the brain and spinal cord, to improve the accuracy of diagnosis and treatment of neurological disorders such as multiple sclerosis.","As a medical imaging expert, I aim to utilize elastic matching to align Magnetic Resonance Imaging (MRI) scans of the brain and spinal cord. By doing so, I can significantly enhance the accuracy of diagnoses and treatments for neurological disorders, such as multiple sclerosis, which are challenging to diagnose and manage without advanced imaging techniques like elastic matching.",249,382,-133,5,10,-5,201,307,-106,5,8,-3,0,0,0,38,57,-19,39,58,-19,5.410256410256411,5.603448275862069,-0.19319186560565882,1,2,-1,39.0,29.0,10.0,5,8,-3,36,50,-14,2,3,-1,32,49,-17,0,0,0
83,Biology,elbot,"As a molecular biologist, I want to use Elbot, a chatbot with natural language processing capabilities, to query large biological databases and retrieve relevant information on gene expression, protein structure, and disease pathways.","As a molecular biologist, I desire to leverage Elbot, an advanced chatbot with natural language processing capabilities, to efficiently access and retrieve valuable insights from vast biological databases. Specifically, I aim to use Elbot to query these databases for information on gene expression patterns, protein structures, and disease pathways, in order to gain a deeper understanding of the complex biological systems I am studying. By employing Elbot's natural language processing abilities, I can quickly and accurately retrieve relevant data without having to manually sift through large amounts of information, allowing me to focus on higher-level scientific tasks such as data analysis and interpretation. Ultimately, the use of Elbot will help me make more informed decisions in my research and advance our understanding of biological systems.",234,856,-622,3,12,-9,193,704,-511,6,16,-10,0,0,0,32,124,-92,33,125,-92,6.121212121212121,5.856,0.26521212121212123,1,4,-3,33.0,31.25,1.75,6,16,-10,30,113,-83,1,4,-3,30,94,-64,0,0,0
84,Biology,eliza,"As a biologist, I want to use Eliza to generate conversational responses related to my research, so that I can better understand and communicate my findings to others.","As a scientist focused on biology, I need an AI tool like Eliza to create conversation-style responses related to my research. This will enable me to gain a deeper understanding of my findings and effectively communicate them to others, including colleagues, students, or the general public.",167,291,-124,4,6,-2,133,233,-100,3,7,-4,0,0,0,27,45,-18,28,46,-18,5.0,5.3478260869565215,-0.3478260869565215,1,2,-1,28.0,23.0,5.0,3,7,-4,24,41,-17,2,2,0,23,41,-18,0,0,0
85,Biology,elman network,"As a computational biologist, I want to use Elman networks to model the interactions between different genes and proteins and identify common pathways and mechanisms that are involved in disease processes, so that I can identify potential targets for drug development and other therapeutic interventions.","As a computational biologist, I aim to utilize Elman networks to model the complex interactions between genes and proteins. By doing so, I hope to uncover common pathways and mechanisms that are involved in disease processes. This will enable me to identify potential targets for drug development and other therapeutic interventions, ultimately leading to improved treatments and better health outcomes for patients.",304,416,-112,4,6,-2,253,343,-90,3,6,-3,0,0,0,44,61,-17,45,62,-17,5.777777777777778,5.725806451612903,0.051971326164874654,1,3,-2,45.0,20.666666666666668,24.333333333333332,3,6,-3,41,56,-15,2,2,0,38,53,-15,0,0,0
86,Biology,embedding approach,"As a bioinformatics researcher, I want to use embedding approaches to represent biological molecules and genomic data as continuous vectors, so that I can apply machine learning techniques to analyze and classify these data.","As a bioinformatics researcher, I aim to leverage embedding techniques to transform biological molecules and genomic data into continuous numerical representations. This enables me to apply machine learning algorithms to analyze and categorize these data more effectively. By representing molecular and genomic information as vectors in a high-dimensional space, I can uncover hidden patterns and relationships that would be difficult or impossible to identify using traditional methods alone.",224,493,-269,3,5,-2,185,415,-230,3,6,-3,0,0,0,33,67,-34,34,68,-34,5.617647058823529,6.264705882352941,-0.6470588235294121,1,3,-2,34.0,22.666666666666668,11.333333333333332,3,6,-3,31,63,-32,2,2,0,30,57,-27,0,0,0
87,Biology,empirical risk minimization,"As a machine learning engineer working in drug discovery, I want to use empirical risk minimization to optimize the design of high-throughput drug screening assays, so that I can more efficiently identify potential drug candidates for further testing.","As a machine learning engineer working in drug discovery, I aim to utilize empirical risk minimization to optimize the design of high-throughput drug screening assays. This enables me to streamline the process of identifying potential drug candidates that can be further evaluated, thereby accelerating the drug discovery process and increasing its overall efficiency.",251,368,-117,3,3,0,207,308,-101,4,5,-1,0,0,0,37,52,-15,38,53,-15,5.631578947368421,5.962264150943396,-0.33068520357497455,1,2,-1,38.0,26.5,11.5,4,5,-1,35,50,-15,2,1,1,34,44,-10,0,0,0
88,Biology,encoder-decoder model,"As a computational biologist, I want to use encoder-decoder models to identify the regulatory elements that control gene expression, so that I can better understand the complex interactions that occur within living systems.","As a computational biologist, I aim to leverage encoder-decoder models to pinpoint the regulatory factors that govern gene expression. By doing so, I hope to gain a deeper understanding of the intricate mechanisms that underlie living systems.",223,243,-20,3,4,-1,184,198,-14,4,5,-1,0,0,0,32,36,-4,33,37,-4,5.787878787878788,5.594594594594595,0.19328419328419333,1,2,-1,33.0,18.5,14.5,4,5,-1,30,33,-3,2,2,0,28,31,-3,0,0,0
89,Biology,ensemble learning,"As a bioinformatics researcher, I want to use ensemble learning to integrate multiple omics data sources, such as genomics, transcriptomics, and proteomics, to improve the accuracy of cancer diagnosis and predict drug response.","As a bioinformatics researcher, I aim to leverage the power of ensemble learning to integrate multiple types of omics data (including genomics, transcriptomics, and proteomics) in order to significantly improve the accuracy of cancer diagnosis and predictions regarding drug response. By combining these diverse data sources, I hope to gain a more comprehensive understanding of the underlying biological mechanisms and develop more effective treatment strategies for cancer patients.",227,484,-257,2,4,-2,187,405,-218,6,8,-2,0,0,0,32,67,-35,33,68,-35,5.909090909090909,6.132352941176471,-0.22326203208556183,1,2,-1,33.0,34.0,-1.0,6,8,-2,31,64,-33,1,2,-1,30,53,-23,0,0,0
90,Biology,entity extraction,"As a bioinformatics researcher, I want to use entity extraction to automatically identify key terms in scientific literature, so that I can quickly and accurately identify relevant information for my analysis.","As a bioinformatics researcher, I desire an entity extraction tool that can automatically recognize and categorize important terms in scientific literature. This will enable me to quickly and accurately identify relevant information for my analysis, saving me time and effort in the process. By using entity extraction, I can more efficiently search, analyze, and draw conclusions from large volumes of textual data, ultimately leading to more accurate and insightful results in my research.",209,491,-282,3,5,-2,173,405,-232,3,9,-6,0,0,0,30,72,-42,31,73,-42,5.774193548387097,5.739726027397261,0.03446752098983641,1,3,-2,31.0,24.333333333333332,6.666666666666668,3,9,-6,28,68,-40,2,2,0,28,60,-32,0,0,0
91,Biology,entity linking,"As a biologist, I want to use entity linking to automatically connect information from different sources, such as gene databases and scientific publications, so that I can better understand the relationships between different biological concepts.","As a biologist, I want an entity linking tool to automatically connect and integrate data from various sources, including gene databases and scientific publications, so that I can gain a more comprehensive understanding of the interconnectedness between different biological concepts. By automating this process, I can save time and streamline my research, allowing me to explore new areas of investigation and make more informed decisions.",246,440,-194,3,5,-2,205,364,-159,4,7,-3,0,0,0,34,64,-30,35,65,-30,6.057142857142857,5.7846153846153845,0.27252747252747245,1,2,-1,35.0,32.5,2.5,4,7,-3,32,60,-28,2,3,-1,32,55,-23,0,0,0
92,Biology,evolutionary learning,"As an evolutionary biologist, I want to use evolutionary learning algorithms to simulate the process of natural selection and understand how genetic variation and environmental factors contribute to the evolution of different species.","As an evolutionary biologist, I aim to employ computational models inspired by the principles of evolutionary learning to simulate the natural process of selection and gain insights into how genetic diversity and environmental influences shape the development of distinct species.",234,280,-46,2,2,0,198,237,-39,2,2,0,0,0,0,32,39,-7,33,40,-7,6.121212121212121,6.025,0.09621212121212075,1,1,0,33.0,40.0,-7.0,2,2,0,31,38,-7,1,1,0,27,33,-6,0,0,0
93,Biology,evolutionary robotics,"A group of biologists and engineers is using evolutionary robotics techniques to design and optimize the locomotion of robots inspired by animals. By using a genetic algorithm to iteratively evolve the robot's design and behavior, the team is able to create robots that move more efficiently and effectively in different environments.","A multidisciplinary team of biologists and engineers is leveraging evolutionary robotics techniques to develop and optimize robots modeled after animals. Through a process of iterative evolution using a genetic algorithm, the team is able to refine the design and behavior of the robots to improve their movement efficiency and effectiveness in various environments.",334,366,-32,2,2,0,278,309,-31,4,3,1,0,0,0,50,52,-2,51,53,-2,5.568627450980392,5.9245283018867925,-0.35590085090640056,2,2,0,25.5,26.5,-1.0,4,3,1,49,51,-2,1,1,0,39,40,-1,0,0,0
94,Biology,expectation propagation,"As a bioinformatician, I want to use expectation propagation to analyze complex genomic data and identify the interactions between different genes and proteins, so that I can better understand the underlying biological processes.","As a bioinformatician, I aim to utilize expectation propagation to scrutinize complex genomic data and uncover the intricate relationships between various genes and proteins. By gaining a deeper comprehension of these interactions, I hope to improve my understanding of the underlying biological processes and contribute to the development of novel diagnostic or therapeutic strategies.",229,386,-157,3,4,-1,191,325,-134,3,4,-1,0,0,0,32,53,-21,33,54,-21,5.96969696969697,6.166666666666667,-0.19696969696969724,1,2,-1,33.0,27.0,6.0,3,4,-1,30,50,-20,2,2,0,29,43,-14,0,0,0
95,Biology,explicit semantic analysis,"As a computational biologist, I want to use explicit semantic analysis to automatically identify and compare the meanings of different biological terms, so that I can better understand the relationships between different concepts.","As a computational biologist, I need a tool that can help me systematically analyze and interpret the meanings of various biological terms. By automatically identifying and comparing the meanings of different terms, this tool will enable me to better understand how different concepts are related within the context of biology.",230,327,-97,3,3,0,192,271,-79,3,4,-1,0,0,0,32,49,-17,33,50,-17,6.0,5.56,0.4400000000000004,1,2,-1,33.0,25.0,8.0,3,4,-1,30,47,-17,2,1,1,29,40,-11,0,0,0
96,Biology,extractive summarization,"As a researcher in the field of ecology, I want to use extractive summarization to automatically generate a summary of a long scientific article, so that I can more efficiently read and analyze the article.","As an ecologist, I need a tool that can automatically condense a lengthy scientific article into a concise summary. By doing so, I can quickly grasp the main points of the article and focus my attention on the most critical information without having to spend hours poring over the entire text. This will allow me to be more efficient in my research and stay up-to-date with the latest developments in my field.",206,411,-205,3,5,-2,166,328,-162,3,7,-4,0,0,0,34,71,-37,35,72,-37,4.914285714285715,4.722222222222222,0.19206349206349227,1,3,-2,35.0,24.0,11.0,3,7,-4,32,67,-35,2,2,0,29,58,-29,0,0,0
97,Biology,extreme learning machine,"As a machine learning engineer working in drug discovery, I want to use extreme learning machines to analyze large sets of chemical compounds and identify potential drug candidates based on their molecular properties and biological activity.","As a machine learning professional in the field of drug discovery, I aim to leverage advanced computational methods, such as extreme learning machines, to scrutinize vast collections of chemical compounds and identify promising candidates for potential medications based on their molecular characteristics and biological activity.",241,330,-89,2,2,0,202,280,-78,2,4,-2,0,0,0,35,44,-9,36,45,-9,5.722222222222222,6.355555555555555,-0.6333333333333329,1,1,0,36.0,45.0,-9.0,2,4,-2,34,43,-9,1,1,0,32,41,-9,0,0,0
98,Biology,factor analysis,"As a biologist studying the impact of environmental factors on plant growth, I want to use factor analysis techniques to identify the key factors that influence plant growth and development, so that I can better understand how to optimize plant growth in different conditions.","As a biologist investigating the effects of environmental factors on plant growth, I aim to employ factor analysis techniques to isolate the crucial elements that affect plant development and maturation. By doing so, I hope to gain a deeper understanding of how to enhance plant growth in various settings, thereby improving crop yields and overall ecosystem health.",276,366,-90,3,4,-1,227,301,-74,3,5,-2,0,0,0,43,56,-13,44,57,-13,5.295454545454546,5.43859649122807,-0.14314194577352435,1,2,-1,44.0,28.5,15.5,3,5,-2,41,53,-12,2,2,0,35,47,-12,0,0,0
99,Biology,factorization method,"As a computational biologist, I want to use factorization methods to identify the underlying latent variables that contribute to complex biological processes, so that I can better understand the relationships between different genes and proteins.","As a computational biologist, I desire to apply factorization techniques to uncover the underlying latent variables that drive intricate biological processes. By doing so, I aim to gain a deeper comprehension of how genes and proteins interact and influence each other's behavior. Through this analysis, I hope to identify novel insights into the complex relationships between these molecular actors and how they contribute to overall cellular function.",246,453,-207,3,6,-3,206,374,-168,3,7,-4,0,0,0,34,66,-32,35,67,-32,6.057142857142857,5.776119402985074,0.28102345415778274,1,3,-2,35.0,22.333333333333332,12.666666666666668,3,7,-4,32,61,-29,2,3,-1,30,56,-26,0,0,0
